dateandtime,NGP,EGT,WF,Status
1/8/2018 15:55,87.2967,1368.24,5861.54,0
1/8/2018 16:00,87.2883,1371.34,5865.38,0
1/8/2018 16:05,87.2798,1371.2,5861.54,0
1/8/2018 16:10,87.2459,1370.9,5861.54,0
1/8/2018 16:15,87.2629,1369.48,5865.38,0
1/8/2018 16:20,87.2967,1368.88,5861.54,0
1/8/2018 16:25,87.2629,1371.43,5876.92,0
1/8/2018 16:30,87.2375,1368.94,5857.69,0
1/8/2018 16:35,87.2205,1368.46,5842.31,0
1/8/2018 16:40,87.0766,1368.08,5830.77,0
1/8/2018 16:45,87.0257,1369.12,5811.54,0
1/8/2018 16:50,86.9495,1368.81,5807.69,0
1/8/2018 16:55,86.958,1368.32,5811.54,0
1/8/2018 17:00,86.9156,1370.29,5807.69,0
1/8/2018 17:05,86.9411,1369.29,5815.38,0
1/8/2018 17:10,86.9156,1371.51,5807.69,0
1/8/2018 17:15,86.9411,1370.33,5815.38,0
1/8/2018 17:20,86.9241,1371.71,5819.23,0
1/8/2018 17:25,86.9326,1371.1,5826.92,0
1/8/2018 17:30,86.9834,1369.96,5823.08,0
1/8/2018 17:35,86.9495,1370.81,5819.23,0
1/8/2018 17:40,86.9665,1369.06,5819.23,0
1/8/2018 17:45,86.958,1370.83,5826.92,0
1/8/2018 17:50,87.0003,1369.65,5826.92,0
1/8/2018 17:55,87.0173,1370.89,5826.92,0
1/8/2018 18:00,87.0173,1369.19,5826.92,0
1/8/2018 18:05,87.0003,1372.04,5834.62,0
1/8/2018 18:10,87.0088,1368.3,5826.92,0
1/8/2018 18:15,87.0427,1368.4,5826.92,0
1/8/2018 18:20,87.0088,1370.6,5834.62,0
1/8/2018 18:25,86.9834,1368.81,5826.92,0
1/8/2018 18:30,86.9072,1370.09,5830.77,0
1/8/2018 18:35,86.8987,1369.15,5815.38,0
1/8/2018 18:40,86.8902,1369.17,5819.23,0
1/8/2018 18:45,86.8479,1371.37,5819.23,0
1/8/2018 18:50,86.8987,1368.23,5823.08,0
1/8/2018 18:55,86.9411,1368.98,5842.31,0
1/8/2018 19:00,86.9241,1371.39,5834.62,0
1/8/2018 19:05,86.8818,1370.27,5815.38,0
1/8/2018 19:10,86.8648,1370.1,5830.77,0
1/8/2018 19:15,86.9156,1369.12,5823.08,0
1/8/2018 19:20,86.9326,1370.75,5823.08,0
1/8/2018 19:25,86.9665,1370.39,5834.62,0
1/8/2018 19:30,86.9665,1367.92,5834.62,0
1/8/2018 19:40,86.958,1370.8,5846.15,0
1/8/2018 19:45,86.958,1370.4,5838.46,0
1/8/2018 19:50,86.9326,1368.92,5834.62,0
1/8/2018 19:55,86.958,1370.36,5842.31,0
1/8/2018 20:00,86.9072,1371.56,5830.77,0
1/8/2018 20:05,86.9072,1370.11,5842.31,0
1/8/2018 20:10,86.8648,1368.31,5830.77,0
1/8/2018 20:15,86.8818,1368.62,5838.46,0
1/8/2018 20:20,86.8987,1370.95,5846.15,0
1/8/2018 20:25,86.9241,1370.2,5846.15,0
1/8/2018 20:30,86.9326,1370.31,5842.31,0
1/8/2018 20:35,86.9411,1368.22,5850,0
1/8/2018 20:40,86.9072,1370.4,5846.15,0
1/8/2018 20:45,86.8818,1370.23,5834.62,0
1/8/2018 20:50,86.9241,1369.06,5846.15,0
1/8/2018 20:55,86.9411,1371.28,5853.85,0
1/8/2018 21:00,86.958,1370.44,5857.69,0
1/8/2018 21:05,86.9495,1371.11,5853.85,0
1/8/2018 21:10,86.9072,1369.37,5846.15,0
1/8/2018 21:15,86.9326,1371.24,5853.85,0
1/8/2018 21:20,86.8648,1367.35,5842.31,0
1/8/2018 21:25,86.8564,1368.59,5842.31,0
1/8/2018 21:30,86.8479,1368.46,5846.15,0
1/8/2018 21:35,86.8394,1371.95,5834.62,0
1/8/2018 21:40,86.8733,1371.19,5846.15,0
1/8/2018 21:45,86.8564,1369.25,5834.62,0
1/8/2018 21:50,86.8479,1371.03,5842.31,0
1/8/2018 21:55,86.8902,1371.49,5846.15,0
1/8/2018 22:00,86.8733,1370.81,5838.46,0
1/8/2018 22:05,86.8902,1369.3,5853.85,0
1/8/2018 22:10,86.8818,1370.03,5846.15,0
1/8/2018 22:15,86.8902,1368.35,5838.46,0
1/8/2018 22:20,86.8733,1367.92,5853.85,0
1/8/2018 22:25,86.9072,1368.62,5857.69,0
1/8/2018 22:30,86.8818,1370.98,5850,0
1/8/2018 22:35,86.8733,1369.87,5838.46,0
1/8/2018 22:40,86.8564,1371.44,5857.69,0
1/8/2018 22:45,86.8479,1370.22,5838.46,0
1/8/2018 22:50,86.831,1367.84,5846.15,0
1/8/2018 22:55,86.8225,1370.86,5846.15,0
1/8/2018 23:00,86.8648,1368.58,5842.31,0
1/8/2018 23:05,86.8648,1371.52,5857.69,0
1/8/2018 23:10,86.8902,1369.68,5873.08,0
1/8/2018 23:15,86.8902,1368.78,5865.38,0
1/8/2018 23:20,86.9749,1371.77,5873.08,0
1/8/2018 23:25,87.0003,1369.56,5876.92,0
1/8/2018 23:30,87.0173,1369.13,5880.77,0
1/8/2018 23:35,87.102,1370.68,5888.46,0
1/8/2018 23:40,87.0766,1368.95,5900,0
1/8/2018 23:45,87.1274,1369.14,5884.62,0
1/8/2018 23:50,87.1528,1371.91,5900,0
1/8/2018 23:55,87.1358,1370.25,5903.85,0
1/9/2018 0:00,87.1951,1369.73,5903.85,0
1/9/2018 0:05,87.1612,1367.94,5911.54,0
1/9/2018 0:10,87.229,1367.84,5911.54,0
1/9/2018 0:15,87.2036,1370.95,5907.69,0
1/9/2018 0:20,87.2121,1371.05,5903.85,0
1/9/2018 0:25,87.2544,1371.02,5915.38,0
1/9/2018 0:30,87.2883,1370.5,5907.69,0
1/9/2018 0:35,87.2883,1368.74,5911.54,0
1/9/2018 0:40,87.3052,1369.48,5911.54,0
1/9/2018 0:45,87.2883,1368.64,5915.38,0
1/9/2018 0:50,87.3306,1371.24,5919.23,0
1/9/2018 0:55,87.3814,1371.32,5923.08,0
1/9/2018 1:00,87.4068,1368.77,5919.23,0
1/9/2018 1:05,87.4746,1371.71,5938.46,0
1/9/2018 1:10,87.4915,1371.2,5930.77,0
1/9/2018 1:15,87.5254,1371.42,5938.46,0
1/9/2018 1:20,87.5932,1371.6,5946.15,0
1/9/2018 1:25,87.5932,1369.82,5946.15,0
1/9/2018 1:30,87.6186,1368.98,5942.31,0
1/9/2018 1:35,87.6101,1370.35,5942.31,0
1/9/2018 1:40,87.644,1368.85,5946.15,0
1/9/2018 1:45,87.644,1371.52,5942.31,0
1/9/2018 1:50,87.6863,1369.05,5938.46,0
1/9/2018 1:55,87.6694,1371.9,5938.46,0
1/9/2018 2:00,87.7033,1368.55,5957.69,0
1/9/2018 2:05,87.6694,1372.17,5942.31,0
1/9/2018 2:10,87.7117,1371.8,5934.62,0
1/9/2018 2:15,87.6778,1370.71,5926.92,0
1/9/2018 2:20,87.7117,1372.21,5946.15,0
1/9/2018 2:25,87.7202,1373.51,5957.69,0
1/9/2018 2:30,87.7795,1370.6,5953.85,0
1/9/2018 2:35,87.8049,1371.07,5965.38,0
1/9/2018 2:40,87.8472,1368.69,5965.38,0
1/9/2018 2:45,87.8218,1370.22,5961.54,0
1/9/2018 2:50,87.8218,1368.93,5965.38,0
1/9/2018 2:55,87.8726,1369.61,5969.23,0
1/9/2018 3:00,87.8726,1370.61,5953.85,0
1/9/2018 3:05,87.9065,1369.69,5953.85,0
1/9/2018 3:10,87.898,1368.1,5965.38,0
1/9/2018 3:15,87.8896,1368.08,5957.69,0
1/9/2018 3:20,87.8811,1372.13,5973.08,0
1/9/2018 3:25,87.8642,1368.35,5946.15,0
1/9/2018 3:30,87.8388,1370.71,5946.15,0
1/9/2018 3:35,87.8133,1367.87,5946.15,0
1/9/2018 3:40,87.8557,1372.1,5950,0
1/9/2018 3:45,87.8472,1372.53,5938.46,0
1/9/2018 3:50,87.898,1372.07,5946.15,0
1/9/2018 3:55,87.898,1372.02,5957.69,0
1/9/2018 4:00,87.915,1371.68,5961.54,0
1/9/2018 4:05,87.9488,1371.16,5946.15,0
1/9/2018 4:15,87.9912,1368.07,5961.54,0
1/9/2018 4:20,87.9827,1369.42,5961.54,0
1/9/2018 4:25,87.9912,1370.91,5953.85,0
1/9/2018 4:30,87.9743,1369.27,5961.54,0
1/9/2018 4:35,87.9234,1368.71,5953.85,0
1/9/2018 4:40,87.9573,1369.39,5942.31,0
1/9/2018 4:45,87.9234,1371.36,5946.15,0
1/9/2018 4:50,87.9404,1367.53,5946.15,0
1/9/2018 4:55,87.915,1369.18,5946.15,0
1/9/2018 5:00,87.8896,1368.14,5942.31,0
1/9/2018 5:05,87.8811,1371.34,5938.46,0
1/9/2018 5:10,87.8811,1372.05,5950,0
1/9/2018 5:15,87.898,1371.34,5950,0
1/9/2018 5:20,87.898,1368.18,5942.31,0
1/9/2018 5:25,87.9065,1370.05,5938.46,0
1/9/2018 5:30,87.915,1367.67,5950,0
1/9/2018 5:35,87.915,1371.57,5950,0
1/9/2018 5:40,87.9065,1372.3,5957.69,0
1/9/2018 5:45,87.915,1371.12,5946.15,0
1/9/2018 5:50,87.9234,1371.9,5946.15,0
1/9/2018 5:55,87.898,1368.65,5953.85,0
1/9/2018 6:00,87.9404,1371.83,5950,0
1/9/2018 6:05,87.8726,1369.89,5957.69,0
1/9/2018 6:10,87.915,1370.46,5950,0
1/9/2018 6:15,87.9488,1371.96,5957.69,0
1/9/2018 6:20,87.9065,1369.52,5961.54,0
1/9/2018 6:25,87.9065,1370.7,5953.85,0
1/9/2018 6:30,87.9065,1368.35,5953.85,0
1/9/2018 6:35,87.9065,1368.87,5942.31,0
1/9/2018 6:40,87.9319,1371.57,5950,0
1/9/2018 6:45,87.9404,1371.03,5957.69,0
1/9/2018 6:50,87.9319,1368.95,5953.85,0
1/9/2018 6:55,87.9827,1367.7,5957.69,0
1/9/2018 7:00,87.9319,1368.35,5953.85,0
1/9/2018 7:05,87.9234,1370.2,5965.38,0
1/9/2018 7:10,87.9573,1368.33,5961.54,0
1/9/2018 7:15,87.9658,1366.92,5953.85,0
1/9/2018 7:20,87.9319,1372.15,5961.54,0
1/9/2018 7:25,87.9319,1367.39,5953.85,0
1/9/2018 7:30,87.9573,1368.45,5957.69,0
1/9/2018 7:35,87.9404,1370.76,5957.69,0
1/9/2018 7:40,87.9404,1369.56,5957.69,0
1/9/2018 7:45,87.915,1368.7,5957.69,0
1/9/2018 7:50,87.9234,1371.14,5946.15,0
1/9/2018 7:55,87.8896,1370.33,5953.85,0
1/9/2018 8:00,87.8388,1370.85,5938.46,0
1/9/2018 8:05,87.8303,1370.24,5930.77,0
1/9/2018 8:10,87.8133,1368.14,5950,0
1/9/2018 8:15,87.8388,1369.16,5950,0
1/9/2018 8:20,87.8642,1369.18,5953.85,0
1/9/2018 8:25,87.8642,1369.11,5950,0
1/9/2018 8:30,87.8811,1369.35,5953.85,0
1/9/2018 8:35,87.8896,1371.02,5950,0
1/9/2018 8:40,87.8811,1370.49,5957.69,0
1/9/2018 8:45,87.8896,1368.17,5957.69,0
1/9/2018 8:50,87.8896,1368.9,5961.54,0
1/9/2018 8:55,87.9319,1367.7,5946.15,0
1/9/2018 9:00,87.9234,1368.81,5961.54,0
1/9/2018 9:05,87.898,1368.47,5946.15,0
1/9/2018 9:10,87.8726,1370.46,5946.15,0
1/9/2018 9:15,88.3299,1369.36,6015.38,0
1/9/2018 9:20,88.3554,1366.14,6011.54,0
1/9/2018 9:25,88.3808,1371.18,6007.69,0
1/9/2018 9:30,88.3299,1372.72,6007.69,0
1/9/2018 9:35,88.3638,1368.92,6007.69,0
1/9/2018 9:40,88.3299,1371.49,6003.85,0
1/9/2018 9:45,88.3723,1372.35,6007.69,0
1/9/2018 9:50,88.3808,1371.23,6015.38,0
1/9/2018 9:55,88.3808,1371.4,6003.85,0
1/9/2018 10:00,88.3469,1371.24,6007.69,0
1/9/2018 10:05,88.3554,1370.04,6007.69,0
1/9/2018 10:10,88.3469,1371.44,6007.69,0
1/9/2018 10:15,88.3469,1371.16,6003.85,0
1/9/2018 10:20,88.2961,1367.65,6007.69,0
1/9/2018 10:25,88.2791,1368.88,5988.46,0
1/9/2018 10:30,88.313,1370.37,6003.85,0
1/9/2018 10:35,88.2368,1372.25,5992.31,0
1/9/2018 10:40,88.2114,1371.28,5980.77,0
1/9/2018 10:45,88.1606,1368.5,5980.77,0
1/9/2018 10:50,88.1944,1367.25,5976.92,0
1/9/2018 10:55,88.1944,1368.2,5973.08,0
1/9/2018 11:00,88.0928,1368.41,5969.23,0
1/9/2018 11:05,88.0759,1367.32,5969.23,0
1/9/2018 11:10,88.0844,1370.06,5957.69,0
1/9/2018 11:15,88.0589,1367.07,5953.85,0
1/9/2018 11:20,88.0251,1370.91,5961.54,0
1/9/2018 11:25,87.9997,1368.91,5950,0
1/9/2018 11:30,87.9743,1370.11,5942.31,0
1/9/2018 11:35,87.9488,1369.99,5938.46,0
1/9/2018 11:40,87.898,1373.02,5934.62,0
1/9/2018 11:45,87.8642,1371.79,5923.08,0
1/9/2018 11:50,87.8726,1370.57,5915.38,0
1/9/2018 11:55,87.8303,1368.94,5923.08,0
1/9/2018 12:00,87.8388,1368.99,5919.23,0
1/9/2018 12:05,87.8472,1372.34,5923.08,0
1/9/2018 12:10,87.7964,1370.89,5919.23,0
1/9/2018 12:20,87.771,1371.58,5911.54,0
1/9/2018 12:25,87.771,1370.82,5903.85,0
1/9/2018 12:30,87.7541,1367.22,5903.85,0
1/9/2018 12:35,87.7202,1370.39,5903.85,0
1/9/2018 12:40,87.7371,1371.41,5907.69,0
1/9/2018 12:45,87.7287,1371.49,5900,0
1/9/2018 12:50,87.7202,1369.61,5900,0
1/9/2018 12:55,87.7541,1368.18,5907.69,0
1/9/2018 13:00,87.7541,1367.87,5900,0
1/9/2018 13:05,87.6609,1370.85,5884.62,0
1/9/2018 13:10,87.6863,1369.42,5900,0
1/9/2018 13:15,87.6524,1370.89,5892.31,0
1/9/2018 13:20,87.6524,1368.13,5888.46,0
1/9/2018 13:25,87.644,1370.42,5892.31,0
1/9/2018 13:30,87.6016,1370.15,5888.46,0
1/9/2018 13:35,87.6186,1371.31,5884.62,0
1/9/2018 13:40,87.5677,1368.22,5880.77,0
1/9/2018 13:45,87.5254,1371.31,5876.92,0
1/9/2018 13:50,87.5508,1371.25,5888.46,0
1/9/2018 13:55,87.5339,1368.38,5884.62,0
1/9/2018 14:00,87.5169,1368.79,5869.23,0
1/9/2018 14:05,87.4915,1371.14,5876.92,0
1/9/2018 14:10,87.4915,1369.94,5865.38,0
1/9/2018 14:15,87.5254,1370.95,5873.08,0
1/9/2018 14:20,87.4831,1371.47,5869.23,0
1/9/2018 14:25,87.5254,1369.99,5857.69,0
1/9/2018 14:30,87.4153,1368.53,5853.85,0
1/9/2018 14:35,87.4153,1370.92,5850,0
1/9/2018 14:40,87.3814,1368.86,5846.15,0
1/9/2018 14:45,87.3899,1368.69,5853.85,0
1/9/2018 14:50,87.3222,1371.34,5846.15,0
1/9/2018 14:55,87.3306,1370.02,5846.15,0
1/9/2018 15:00,87.2967,1371.05,5838.46,0
1/9/2018 15:05,87.2967,1370.93,5834.62,0
1/9/2018 15:10,87.2798,1368.15,5842.31,0
1/9/2018 15:15,87.2798,1368.61,5846.15,0
1/9/2018 15:20,87.2544,1367.28,5842.31,0
1/9/2018 15:25,87.2798,1368.94,5838.46,0
1/9/2018 15:30,87.2121,1369.35,5834.62,0
1/9/2018 15:35,87.2544,1368.61,5846.15,0
1/9/2018 15:40,87.2205,1370.89,5834.62,0
1/9/2018 15:45,87.1782,1368.69,5826.92,0
1/9/2018 15:50,87.1951,1368.88,5826.92,0
1/9/2018 15:55,87.2036,1369.24,5830.77,0
1/9/2018 16:00,87.2544,1368.26,5834.62,0
1/9/2018 16:05,87.1867,1369.31,5830.77,0
1/9/2018 16:10,87.1951,1369.97,5834.62,0
1/9/2018 16:15,87.1697,1371.58,5834.62,0
1/9/2018 16:20,87.2121,1368.6,5830.77,0
1/9/2018 16:25,87.1951,1368.36,5823.08,0
1/9/2018 16:30,87.1782,1368.27,5823.08,0
1/9/2018 16:35,87.1443,1369.52,5823.08,0
1/9/2018 16:40,87.1528,1369.17,5830.77,0
1/9/2018 16:45,87.1697,1370.6,5826.92,0
1/9/2018 16:50,87.1697,1370.32,5834.62,0
1/9/2018 16:55,87.1697,1371.06,5838.46,0
1/9/2018 17:00,87.1443,1371.21,5842.31,0
1/9/2018 17:05,87.1274,1368.18,5830.77,0
1/9/2018 17:10,87.1612,1370,5838.46,0
1/9/2018 17:15,87.1697,1371.52,5850,0
1/9/2018 17:20,87.1867,1370.47,5846.15,0
1/9/2018 17:25,87.1443,1368.17,5842.31,0
1/9/2018 17:30,87.2036,1369.02,5850,0
1/9/2018 17:35,87.2036,1368.44,5846.15,0
1/9/2018 17:40,87.2205,1369.6,5853.85,0
1/9/2018 17:45,87.2205,1369.49,5857.69,0
1/9/2018 17:50,87.2544,1370.01,5857.69,0
1/9/2018 17:55,87.2544,1369.14,5853.85,0
1/9/2018 18:00,87.1782,1370.02,5850,0
1/9/2018 18:05,87.2205,1368.83,5857.69,0
1/9/2018 18:10,87.1951,1368.82,5850,0
1/9/2018 18:15,87.229,1368.07,5857.69,0
1/9/2018 18:20,87.2036,1369.88,5853.85,0
1/9/2018 18:25,87.1867,1368.24,5850,0
1/9/2018 18:30,87.1697,1371.28,5857.69,0
1/9/2018 18:35,87.2205,1368.95,5857.69,0
1/9/2018 18:40,87.2459,1372,5857.69,0
1/9/2018 18:45,87.1951,1368.6,5853.85,0
1/9/2018 18:50,87.2036,1368.69,5857.69,0
1/9/2018 18:55,87.2121,1367.74,5846.15,0
1/9/2018 19:00,87.1697,1372.39,5857.69,0
1/9/2018 19:05,87.1528,1371.12,5850,0
1/9/2018 19:10,87.1867,1371.37,5846.15,0
1/9/2018 19:15,87.2121,1371.92,5846.15,0
1/9/2018 19:20,87.1951,1368.76,5842.31,0
1/9/2018 19:25,87.1697,1370.11,5842.31,0
1/9/2018 19:30,87.1528,1372.55,5838.46,0
1/9/2018 19:35,87.1189,1368.37,5830.77,0
1/9/2018 19:40,87.0596,1368.34,5834.62,0
1/9/2018 19:45,87.102,1370.73,5834.62,0
1/9/2018 19:50,87.0512,1370.81,5823.08,0
1/9/2018 19:55,87.0427,1369.89,5815.38,0
1/9/2018 20:00,87.0427,1369.4,5815.38,0
1/9/2018 20:05,87.0596,1368.81,5823.08,0
1/9/2018 20:10,86.9411,1369.97,5815.38,0
1/9/2018 20:15,86.9919,1368.87,5815.38,0
1/9/2018 20:20,87.0427,1369.1,5819.23,0
1/9/2018 20:25,NaN,1369.07,5826.92,0
1/9/2018 20:30,87.085,1369.21,5823.08,0
1/9/2018 20:35,87.1274,1369.7,5830.77,0
1/9/2018 20:40,87.1189,1369.65,5834.62,0
1/9/2018 20:45,87.1528,1370.07,5842.31,0
1/9/2018 20:50,87.2036,1369.82,5857.69,0
1/9/2018 20:55,87.2544,1368.86,5865.38,0
1/9/2018 21:00,87.2459,1370.84,5857.69,0
1/9/2018 21:05,87.2798,1368.99,5869.23,0
1/9/2018 21:10,87.2629,1371.34,5865.38,0
1/9/2018 21:15,87.2798,1370.25,5861.54,0
1/9/2018 21:20,87.2629,NaN,5850,0
1/9/2018 21:25,87.2459,1368.12,5853.85,0
1/9/2018 21:30,87.2121,1371.22,5853.85,0
1/9/2018 21:35,87.1697,1369.58,5846.15,0
1/9/2018 21:40,87.1697,1370.01,5834.62,0
1/9/2018 21:45,87.1528,1368.56,5834.62,0
1/9/2018 21:50,87.1867,1368.23,5838.46,0
1/9/2018 21:55,87.2121,1370.39,5846.15,0
1/9/2018 22:00,87.1612,1369.59,5830.77,0
1/9/2018 22:05,87.1782,1367.91,5846.15,0
1/9/2018 22:10,87.1951,1370.19,5842.31,0
1/9/2018 22:15,87.1528,1368.19,5846.15,0
1/9/2018 22:20,NaN,1370.57,5834.62,0
1/9/2018 22:25,87.2036,1371.13,5846.15,0
1/9/2018 22:30,87.2459,1369.19,5846.15,0
1/9/2018 22:35,87.1697,1371.2,5842.31,0
1/9/2018 22:40,87.2375,1370.69,5850,0
1/9/2018 22:45,87.2205,1369.3,5842.31,0
1/9/2018 22:50,87.2798,NaN,5846.15,0
1/9/2018 22:55,87.3137,1368.36,5865.38,0
1/9/2018 23:00,87.3052,1368.5,5876.92,0
1/9/2018 23:05,87.3306,1368.43,5869.23,0
1/9/2018 23:10,87.373,1370.35,5876.92,0
1/9/2018 23:15,87.4153,1371.25,5884.62,0
1/9/2018 23:20,87.4323,1371.25,5880.77,0
1/9/2018 23:25,87.4661,1372.29,5888.46,0
1/9/2018 23:30,87.4153,1371.59,5869.23,0
1/9/2018 23:35,NaN,1369.99,5880.77,0
1/9/2018 23:40,87.4238,1368.98,5880.77,0
1/9/2018 23:45,87.4407,1370.8,5861.54,0
1/9/2018 23:50,87.4153,1368.93,5861.54,0
1/9/2018 23:55,87.4492,1369.94,5861.54,0
1/10/2018 0:00,87.4831,1368.16,5857.69,0
1/10/2018 0:05,87.4661,1368.33,5869.23,0
1/10/2018 0:10,87.4492,1368.6,5876.92,0
1/10/2018 0:15,87.5254,1368.73,5880.77,0
1/10/2018 0:20,87.5085,1368.3,5869.23,0
1/10/2018 0:30,87.5508,1371.55,5888.46,0
1/10/2018 0:35,87.6101,1370.51,5888.46,0
1/10/2018 0:40,87.5762,1371.82,5876.92,0
1/10/2018 0:45,87.5677,1372.24,5873.08,0
1/10/2018 0:50,87.6101,1368.66,5880.77,0
1/10/2018 0:55,87.5677,1370.2,5884.62,0
1/10/2018 1:00,87.6186,1371.42,5873.08,0
1/10/2018 1:05,87.5847,1369.13,5880.77,0
1/10/2018 1:10,87.6186,1369.38,5880.77,0
1/10/2018 1:15,87.5762,1370.59,5873.08,0
1/10/2018 1:20,87.5593,1371.39,5873.08,0
1/10/2018 1:25,87.5677,1372.04,5869.23,0
1/10/2018 1:30,87.6101,1368.57,5869.23,0
1/10/2018 1:35,87.5762,1370.37,5876.92,0
1/10/2018 1:40,87.6186,1371.25,5876.92,0
1/10/2018 1:45,87.5847,1371.36,5873.08,0
1/10/2018 1:50,87.5847,1369.37,5869.23,0
1/10/2018 1:55,87.5932,1371.58,5876.92,0
1/10/2018 2:00,87.5677,1370.16,5861.54,0
1/10/2018 2:05,87.5593,1371.42,5865.38,0
1/10/2018 2:10,87.5508,1371.16,5865.38,0
1/10/2018 2:15,87.6016,1369.6,5884.62,0
1/10/2018 2:20,87.6186,1370.88,5865.38,0
1/10/2018 2:25,87.6863,1371.22,5853.85,0
1/10/2018 2:30,87.8218,1369.42,5876.92,0
1/10/2018 2:35,87.9573,1372.11,NaN,0
1/10/2018 2:40,88.0505,1372.08,5880.77,0
1/10/2018 2:45,88.1267,1370.95,5876.92,0
1/10/2018 2:50,88.2114,1371.92,5880.77,0
1/10/2018 2:55,88.1182,1370.07,5884.62,0
1/10/2018 3:00,88.0251,1369.24,5873.08,0
1/10/2018 3:05,87.9827,1370.25,5880.77,0
1/10/2018 3:10,87.8896,1368.03,5869.23,0
1/10/2018 3:15,87.8049,1368.35,5873.08,0
1/10/2018 3:20,87.8049,1370.62,5869.23,0
1/10/2018 3:25,87.771,1368.67,5865.38,0
1/10/2018 3:30,87.7456,1372.81,5861.54,0
1/10/2018 3:35,87.7541,1371.5,5861.54,0
1/10/2018 3:40,87.7541,1369.9,5873.08,0
1/10/2018 3:45,87.7371,1371.26,5861.54,0
1/10/2018 3:50,87.7456,1371.5,5865.38,0
1/10/2018 3:55,NaN,1368.06,5865.38,0
1/10/2018 4:00,87.7202,1367.66,5865.38,0
1/10/2018 4:05,87.6863,1368.53,5857.69,0
1/10/2018 4:10,87.6694,1368.53,5850,0
1/10/2018 4:15,87.6948,1370.4,5853.85,0
1/10/2018 4:20,87.7625,1369.77,5857.69,0
1/10/2018 4:25,87.9234,1370.26,5869.23,0
1/10/2018 4:30,88.0505,1371.82,5869.23,0
1/10/2018 4:35,88.0928,1372.24,5873.08,0
1/10/2018 4:40,88.1606,1369.29,5865.38,0
1/10/2018 4:45,88.1352,1367.78,5865.38,0
1/10/2018 4:50,88.1775,1367.91,5884.62,0
1/10/2018 4:55,88.0674,1369.1,5876.92,0
1/10/2018 5:00,87.9404,1371.15,5873.08,0
1/10/2018 5:05,87.8726,1368.74,5869.23,0
1/10/2018 5:10,87.7879,1367.88,5857.69,0
1/10/2018 5:15,87.771,1369.54,5861.54,0
1/10/2018 5:20,87.7964,1367.73,5861.54,0
1/10/2018 5:25,87.8218,NaN,5865.38,0
1/10/2018 5:30,87.7795,1368.92,5865.38,0
1/10/2018 5:35,87.7795,1367.94,5857.69,0
1/10/2018 5:40,87.8049,1371.67,5861.54,0
1/10/2018 5:45,87.8472,1371.75,5861.54,0
1/10/2018 5:50,87.9658,1370.75,5857.69,0
1/10/2018 5:55,88.0928,1371.97,5865.38,0
1/10/2018 6:00,88.1775,1372.36,5869.23,0
1/10/2018 6:05,88.2453,1372.68,5876.92,0
1/10/2018 6:10,88.3215,1368.92,5873.08,0
1/10/2018 6:15,88.2368,1372.18,5873.08,0
1/10/2018 6:20,88.1013,1367.96,5869.23,0
1/10/2018 6:25,87.9658,1368.13,5869.23,0
1/10/2018 6:30,87.7964,1372.29,5861.54,0
1/10/2018 6:35,87.7117,1370.5,5861.54,0
1/10/2018 6:40,87.6948,1368.09,5861.54,0
1/10/2018 6:45,87.6186,1368.97,5857.69,0
1/10/2018 6:50,87.6016,1368.47,5861.54,0
1/10/2018 6:55,87.5677,1369.85,5857.69,0
1/10/2018 7:00,87.5677,1371.51,5853.85,0
1/10/2018 7:05,87.5339,1371.4,5857.69,0
1/10/2018 7:10,87.5423,1370.63,5850,0
1/10/2018 7:20,87.5085,1371.92,5853.85,0
1/10/2018 7:25,87.4661,1370.03,5850,0
1/10/2018 7:30,87.4831,1372.39,5850,0
1/10/2018 7:35,87.4915,1369.94,5850,0
1/10/2018 7:40,87.5,1370.33,5846.15,0
1/10/2018 7:45,87.5,1371.23,5846.15,0
1/10/2018 7:50,87.4915,1371.12,5838.46,0
1/10/2018 7:55,87.5085,1368.37,5834.62,0
1/10/2018 8:00,87.4831,1369.9,5842.31,0
1/10/2018 8:05,87.4746,1369.79,5826.92,0
1/10/2018 8:10,87.4577,1370.86,5842.31,0
1/10/2018 8:15,87.5085,1369.8,5830.77,0
1/10/2018 8:20,87.5,1366.54,5842.31,0
1/10/2018 8:25,87.4238,1372.03,5846.15,0
1/10/2018 8:30,87.4492,1367.41,5838.46,0
1/10/2018 8:35,87.4238,1368.31,5834.62,0
1/10/2018 8:40,87.4153,1370.05,5823.08,0
1/10/2018 8:45,87.3899,1369.55,5830.77,0
1/10/2018 8:50,87.3899,1369.28,5823.08,0
1/10/2018 8:55,87.3984,1371.77,5834.62,0
1/10/2018 9:00,87.4407,1368.68,5834.62,0
1/10/2018 9:05,87.8133,1367.87,5946.15,0
1/10/2018 9:10,87.8557,1372.1,5950,0
1/10/2018 9:15,87.8472,1372.53,5938.46,0
1/10/2018 9:20,87.898,1372.07,5946.15,0
1/10/2018 9:25,87.898,1372.02,5957.69,0
1/10/2018 9:30,87.915,1371.68,5961.54,0
1/10/2018 9:35,87.9488,1371.16,5946.15,0
1/10/2018 9:40,87.9912,1368.07,5961.54,0
1/10/2018 9:45,87.9827,1369.42,5961.54,0
1/10/2018 9:50,87.9912,1370.91,5953.85,0
1/10/2018 9:55,87.9743,1369.27,5961.54,0
1/10/2018 10:00,87.9234,1368.71,5953.85,0
1/10/2018 10:05,87.9573,1369.39,5942.31,0
1/10/2018 10:10,87.9234,1371.36,5946.15,0
