date,Thread-Gen-1.sinusoid
11/6/2018 8:37:36.000000000 PM,68
11/6/2018 8:37:37.000000000 PM,69
11/6/2018 8:37:38.000000000 PM,70
11/6/2018 8:37:40.000000000 PM,71
11/6/2018 8:37:41.000000000 PM,73
11/6/2018 8:37:42.000000000 PM,74
11/6/2018 8:37:43.000000000 PM,75
11/6/2018 8:37:44.000000000 PM,76
11/6/2018 8:37:45.000000000 PM,77
11/6/2018 8:37:46.000000000 PM,78
11/6/2018 8:37:47.000000000 PM,79
11/6/2018 8:37:48.000000000 PM,80
11/6/2018 8:37:49.000000000 PM,81
11/6/2018 8:37:50.000000000 PM,82
11/6/2018 8:37:51.000000000 PM,83
11/6/2018 8:37:52.000000000 PM,84
11/6/2018 8:37:53.000000000 PM,85
11/6/2018 8:37:54.000000000 PM,86
11/6/2018 8:37:55.000000000 PM,87
11/6/2018 8:37:56.000000000 PM,88
11/6/2018 8:37:57.000000000 PM,89
11/6/2018 8:37:58.000000000 PM,89
11/6/2018 8:37:59.000000000 PM,90
11/6/2018 8:38:00.000000000 PM,91
11/6/2018 8:38:01.000000000 PM,92
11/6/2018 8:38:02.000000000 PM,92
11/6/2018 8:38:03.000000000 PM,93
11/6/2018 8:38:04.000000000 PM,93
11/6/2018 8:38:05.000000000 PM,94
11/6/2018 8:38:06.000000000 PM,95
11/6/2018 8:38:07.000000000 PM,95
11/6/2018 8:38:08.000000000 PM,96
11/6/2018 8:38:09.000000000 PM,96
11/6/2018 8:38:10.000000000 PM,97
11/6/2018 8:38:11.000000000 PM,97
11/6/2018 8:38:12.000000000 PM,97
11/6/2018 8:38:13.000000000 PM,98
11/6/2018 8:38:14.000000000 PM,98
11/6/2018 8:38:15.000000000 PM,98
11/6/2018 8:38:16.000000000 PM,99
11/6/2018 8:38:17.000000000 PM,99
11/6/2018 8:38:18.000000000 PM,99
11/6/2018 8:38:19.000000000 PM,99
11/6/2018 8:38:20.000000000 PM,99
11/6/2018 8:38:21.000000000 PM,99
11/6/2018 8:38:22.000000000 PM,99
11/6/2018 8:38:23.000000000 PM,99
11/6/2018 8:38:24.000000000 PM,100
11/6/2018 8:38:25.000000000 PM,99
11/6/2018 8:38:26.000000000 PM,99
11/6/2018 8:38:27.000000000 PM,99
11/6/2018 8:38:28.000000000 PM,99
11/6/2018 8:38:29.000000000 PM,99
11/6/2018 8:38:30.000000000 PM,99
11/6/2018 8:38:31.000000000 PM,99
11/6/2018 8:38:32.000000000 PM,99
11/6/2018 8:38:33.000000000 PM,98
11/6/2018 8:38:34.000000000 PM,98
11/6/2018 8:38:35.000000000 PM,98
11/6/2018 8:38:36.000000000 PM,97
11/6/2018 8:38:37.000000000 PM,97
11/6/2018 8:38:39.000000000 PM,97
11/6/2018 8:38:40.000000000 PM,96
11/6/2018 8:38:41.000000000 PM,96
11/6/2018 8:38:42.000000000 PM,95
11/6/2018 8:38:43.000000000 PM,95
11/6/2018 8:38:44.000000000 PM,94
11/6/2018 8:38:45.000000000 PM,93
11/6/2018 8:38:46.000000000 PM,93
11/6/2018 8:38:47.000000000 PM,92
11/6/2018 8:38:48.000000000 PM,92
11/6/2018 8:38:49.000000000 PM,91
11/6/2018 8:38:50.000000000 PM,90
11/6/2018 8:38:51.000000000 PM,89
11/6/2018 8:38:52.000000000 PM,89
11/6/2018 8:38:53.000000000 PM,88
11/6/2018 8:38:54.000000000 PM,87
11/6/2018 8:38:55.000000000 PM,86
11/6/2018 8:38:56.000000000 PM,85
11/6/2018 8:38:57.000000000 PM,84
11/6/2018 8:38:58.000000000 PM,83
11/6/2018 8:38:59.000000000 PM,82
11/6/2018 8:39:00.000000000 PM,81
11/6/2018 8:39:01.000000000 PM,80
11/6/2018 8:39:02.000000000 PM,79
11/6/2018 8:39:03.000000000 PM,78
11/6/2018 8:39:04.000000000 PM,77
11/6/2018 8:39:05.000000000 PM,76
11/6/2018 8:39:06.000000000 PM,75
11/6/2018 8:39:07.000000000 PM,74
11/6/2018 8:39:08.000000000 PM,73
11/6/2018 8:39:09.000000000 PM,71
11/6/2018 8:39:10.000000000 PM,70
11/6/2018 8:39:11.000000000 PM,69
11/6/2018 8:39:12.000000000 PM,68
11/6/2018 8:39:13.000000000 PM,66
11/6/2018 8:39:14.000000000 PM,65
11/6/2018 8:39:15.000000000 PM,64
11/6/2018 8:39:16.000000000 PM,62
11/6/2018 8:39:17.000000000 PM,61
11/6/2018 8:39:18.000000000 PM,60
11/6/2018 8:39:19.000000000 PM,58
11/6/2018 8:39:20.000000000 PM,57
11/6/2018 8:39:21.000000000 PM,55
11/6/2018 8:39:22.000000000 PM,54
11/6/2018 8:39:23.000000000 PM,52
11/6/2018 8:39:24.000000000 PM,51
11/6/2018 8:39:25.000000000 PM,49
11/6/2018 8:39:26.000000000 PM,48
11/6/2018 8:39:27.000000000 PM,46
11/6/2018 8:39:28.000000000 PM,45
11/6/2018 8:39:29.000000000 PM,43
11/6/2018 8:39:31.000000000 PM,42
11/6/2018 8:39:32.000000000 PM,40
11/6/2018 8:39:33.000000000 PM,39
11/6/2018 8:39:34.000000000 PM,37
11/6/2018 8:39:35.000000000 PM,35
11/6/2018 8:39:36.000000000 PM,34
11/6/2018 8:39:37.000000000 PM,32
11/6/2018 8:39:38.000000000 PM,30
11/6/2018 8:39:39.000000000 PM,29
11/6/2018 8:39:40.000000000 PM,27
11/6/2018 8:39:41.000000000 PM,25
11/6/2018 8:39:42.000000000 PM,24
11/6/2018 8:39:43.000000000 PM,22
11/6/2018 8:39:44.000000000 PM,20
11/6/2018 8:39:45.000000000 PM,19
11/6/2018 8:39:46.000000000 PM,17
11/6/2018 8:39:47.000000000 PM,15
11/6/2018 8:39:48.000000000 PM,13
11/6/2018 8:39:49.000000000 PM,12
11/6/2018 8:39:50.000000000 PM,10
11/6/2018 8:39:51.000000000 PM,8
11/6/2018 8:39:52.000000000 PM,6
11/6/2018 8:39:53.000000000 PM,5
11/6/2018 8:39:54.000000000 PM,3
11/6/2018 8:39:55.000000000 PM,1
11/6/2018 8:39:56.000000000 PM,0
11/6/2018 8:39:57.000000000 PM,-1
11/6/2018 8:39:58.000000000 PM,-3
11/6/2018 8:39:59.000000000 PM,-5
11/6/2018 8:40:00.000000000 PM,-6
11/6/2018 8:40:01.000000000 PM,-8
11/6/2018 8:40:02.000000000 PM,-10
11/6/2018 8:40:03.000000000 PM,-12
11/6/2018 8:40:04.000000000 PM,-13
11/6/2018 8:40:05.000000000 PM,-15
11/6/2018 8:40:06.000000000 PM,-17
11/6/2018 8:40:07.000000000 PM,-19
11/6/2018 8:40:08.000000000 PM,-20
11/6/2018 8:40:09.000000000 PM,-22
11/6/2018 8:40:10.000000000 PM,-24
11/6/2018 8:40:11.000000000 PM,-25
11/6/2018 8:40:12.000000000 PM,-27
11/6/2018 8:40:13.000000000 PM,-29
11/6/2018 8:40:14.000000000 PM,-30
11/6/2018 8:40:15.000000000 PM,-32
11/6/2018 8:40:17.000000000 PM,-34
11/6/2018 8:40:18.000000000 PM,-35
11/6/2018 8:40:19.000000000 PM,-37
11/6/2018 8:40:20.000000000 PM,-39
11/6/2018 8:40:21.000000000 PM,-40
11/6/2018 8:40:22.000000000 PM,-42
11/6/2018 8:40:23.000000000 PM,-43
11/6/2018 8:40:24.000000000 PM,-45
11/6/2018 8:40:25.000000000 PM,-46
11/6/2018 8:40:26.000000000 PM,-48
11/6/2018 8:40:27.000000000 PM,-50
11/6/2018 8:40:28.000000000 PM,-51
11/6/2018 8:40:29.000000000 PM,-52
11/6/2018 8:40:30.000000000 PM,-54
11/6/2018 8:40:31.000000000 PM,-55
11/6/2018 8:40:32.000000000 PM,-57
11/6/2018 8:40:33.000000000 PM,-58
11/6/2018 8:40:34.000000000 PM,-60
11/6/2018 8:40:35.000000000 PM,-61
11/6/2018 8:40:36.000000000 PM,-62
11/6/2018 8:40:37.000000000 PM,-64
11/6/2018 8:40:38.000000000 PM,-65
11/6/2018 8:40:39.000000000 PM,-66
11/6/2018 8:40:40.000000000 PM,-68
11/6/2018 8:40:41.000000000 PM,-69
11/6/2018 8:40:42.000000000 PM,-70
11/6/2018 8:40:43.000000000 PM,-71
11/6/2018 8:40:44.000000000 PM,-73
11/6/2018 8:40:45.000000000 PM,-74
11/6/2018 8:40:46.000000000 PM,-75
11/6/2018 8:40:47.000000000 PM,-76
11/6/2018 8:40:48.000000000 PM,-77
11/6/2018 8:40:49.000000000 PM,-78
11/6/2018 8:40:50.000000000 PM,-79
11/6/2018 8:40:51.000000000 PM,-80
11/6/2018 8:40:52.000000000 PM,-81
11/6/2018 8:40:53.000000000 PM,-82
11/6/2018 8:40:54.000000000 PM,-83
11/6/2018 8:40:55.000000000 PM,-84
11/6/2018 8:40:56.000000000 PM,-85
11/6/2018 8:40:57.000000000 PM,-86
11/6/2018 8:40:58.000000000 PM,-87
11/6/2018 8:40:59.000000000 PM,-88
11/6/2018 8:41:00.000000000 PM,-89
11/6/2018 8:41:01.000000000 PM,-89
11/6/2018 8:41:02.000000000 PM,-90
11/6/2018 8:41:03.000000000 PM,-91
11/6/2018 8:41:04.000000000 PM,-92
11/6/2018 8:41:05.000000000 PM,-92
11/6/2018 8:41:06.000000000 PM,-93
11/6/2018 8:41:07.000000000 PM,-93
11/6/2018 8:41:08.000000000 PM,-94
11/6/2018 8:41:09.000000000 PM,-95
11/6/2018 8:41:10.000000000 PM,-95
11/6/2018 8:41:11.000000000 PM,-96
11/6/2018 8:41:13.000000000 PM,-96
11/6/2018 8:41:14.000000000 PM,-97
11/6/2018 8:41:15.000000000 PM,-97
11/6/2018 8:41:16.000000000 PM,-97
11/6/2018 8:41:17.000000000 PM,-98
11/6/2018 8:41:18.000000000 PM,-98
11/6/2018 8:41:19.000000000 PM,-98
11/6/2018 8:41:20.000000000 PM,-99
11/6/2018 8:41:21.000000000 PM,-99
11/6/2018 8:41:22.000000000 PM,-99
11/6/2018 8:41:23.000000000 PM,-99
11/6/2018 8:41:24.000000000 PM,-99
11/6/2018 8:41:25.000000000 PM,-99
11/6/2018 8:41:26.000000000 PM,-99
11/6/2018 8:41:27.000000000 PM,-99
11/6/2018 8:41:28.000000000 PM,-100
11/6/2018 8:41:29.000000000 PM,-99
11/6/2018 8:41:30.000000000 PM,-99
11/6/2018 8:41:31.000000000 PM,-99
11/6/2018 8:41:32.000000000 PM,-99
11/6/2018 8:41:33.000000000 PM,-99
11/6/2018 8:41:34.000000000 PM,-99
11/6/2018 8:41:35.000000000 PM,-99
11/6/2018 8:41:36.000000000 PM,-99
11/6/2018 8:41:37.000000000 PM,-98
11/6/2018 8:41:38.000000000 PM,-98
11/6/2018 8:41:39.000000000 PM,-98
11/6/2018 8:41:40.000000000 PM,-97
11/6/2018 8:41:42.000000000 PM,-97
11/6/2018 8:41:43.000000000 PM,-97
11/6/2018 8:41:44.000000000 PM,-96
11/6/2018 8:41:45.000000000 PM,-96
11/6/2018 8:41:46.000000000 PM,-95
11/6/2018 8:41:47.000000000 PM,-95
11/6/2018 8:41:48.000000000 PM,-94
11/6/2018 8:41:49.000000000 PM,-93
11/6/2018 8:41:50.000000000 PM,-93
11/6/2018 8:41:51.000000000 PM,-92
11/6/2018 8:41:52.000000000 PM,-92
11/6/2018 8:41:53.000000000 PM,-91
11/6/2018 8:41:54.000000000 PM,-90
11/6/2018 8:41:55.000000000 PM,-89
11/6/2018 8:41:56.000000000 PM,-89
11/6/2018 8:41:57.000000000 PM,-88
11/6/2018 8:41:58.000000000 PM,-87
11/6/2018 8:41:59.000000000 PM,-86
11/6/2018 8:42:00.000000000 PM,-85
11/6/2018 8:42:01.000000000 PM,-84
11/6/2018 8:42:02.000000000 PM,-83
11/6/2018 8:42:03.000000000 PM,-82
11/6/2018 8:42:04.000000000 PM,-81
11/6/2018 8:42:05.000000000 PM,-80
11/6/2018 8:42:06.000000000 PM,-79
11/6/2018 8:42:07.000000000 PM,-78
11/6/2018 8:42:08.000000000 PM,-77
11/6/2018 8:42:09.000000000 PM,-76
11/6/2018 8:42:10.000000000 PM,-75
11/6/2018 8:42:11.000000000 PM,-74
11/6/2018 8:42:12.000000000 PM,-73
11/6/2018 8:42:13.000000000 PM,-71
11/6/2018 8:42:14.000000000 PM,-70
11/6/2018 8:42:15.000000000 PM,-69
11/6/2018 8:42:16.000000000 PM,-68
11/6/2018 8:42:17.000000000 PM,-66
11/6/2018 8:42:19.000000000 PM,-65
11/6/2018 8:42:20.000000000 PM,-64
11/6/2018 8:42:21.000000000 PM,-62
11/6/2018 8:42:22.000000000 PM,-61
11/6/2018 8:42:23.000000000 PM,-60
11/6/2018 8:42:24.000000000 PM,-58
11/6/2018 8:42:25.000000000 PM,-57
11/6/2018 8:42:26.000000000 PM,-55
11/6/2018 8:42:27.000000000 PM,-54
11/6/2018 8:42:28.000000000 PM,-52
11/6/2018 8:42:29.000000000 PM,-51
11/6/2018 8:42:30.000000000 PM,-50
11/6/2018 8:42:31.000000000 PM,-48
11/6/2018 8:42:32.000000000 PM,-46
11/6/2018 8:42:33.000000000 PM,-45
11/6/2018 8:42:34.000000000 PM,-43
11/6/2018 8:42:35.000000000 PM,-42
11/6/2018 8:42:36.000000000 PM,-40
11/6/2018 8:42:37.000000000 PM,-39
11/6/2018 8:42:38.000000000 PM,-37
11/6/2018 8:42:39.000000000 PM,-35
11/6/2018 8:42:41.000000000 PM,-34
11/6/2018 8:42:42.000000000 PM,-32
11/6/2018 8:42:43.000000000 PM,-30
11/6/2018 8:42:44.000000000 PM,-29
11/6/2018 8:42:45.000000000 PM,-27
11/6/2018 8:42:46.000000000 PM,-25
11/6/2018 8:42:47.000000000 PM,-24
11/6/2018 8:42:48.000000000 PM,-22
11/6/2018 8:42:49.000000000 PM,-20
11/6/2018 8:42:50.000000000 PM,-19
11/6/2018 8:42:51.000000000 PM,-17
11/6/2018 8:42:52.000000000 PM,-15
11/6/2018 8:42:53.000000000 PM,-13
11/6/2018 8:42:54.000000000 PM,-12
11/6/2018 8:42:55.000000000 PM,-10
11/6/2018 8:42:56.000000000 PM,-8
11/6/2018 8:42:57.000000000 PM,-6
11/6/2018 8:42:58.000000000 PM,-5
11/6/2018 8:42:59.000000000 PM,-3
11/6/2018 8:43:00.000000000 PM,-1
11/6/2018 8:43:01.000000000 PM,3
11/6/2018 8:43:02.000000000 PM,5
11/6/2018 8:43:03.000000000 PM,6
11/6/2018 8:43:04.000000000 PM,8
11/6/2018 8:43:05.000000000 PM,10
11/6/2018 8:43:06.000000000 PM,12
11/6/2018 8:43:07.000000000 PM,13
11/6/2018 8:43:08.000000000 PM,15
11/6/2018 8:43:09.000000000 PM,17
11/6/2018 8:43:10.000000000 PM,19
11/6/2018 8:43:11.000000000 PM,20
11/6/2018 8:43:12.000000000 PM,22
11/6/2018 8:43:13.000000000 PM,24
11/6/2018 8:43:14.000000000 PM,25
11/6/2018 8:43:15.000000000 PM,27
11/6/2018 8:43:16.000000000 PM,29
11/6/2018 8:43:17.000000000 PM,30
11/6/2018 8:43:18.000000000 PM,32
11/6/2018 8:43:19.000000000 PM,34
11/6/2018 8:43:20.000000000 PM,35
11/6/2018 8:43:21.000000000 PM,37
11/6/2018 8:43:22.000000000 PM,39
11/6/2018 8:43:23.000000000 PM,40
11/6/2018 8:43:24.000000000 PM,42
11/6/2018 8:43:25.000000000 PM,43
11/6/2018 8:43:26.000000000 PM,45
11/6/2018 8:43:27.000000000 PM,46
11/6/2018 8:43:28.000000000 PM,48
11/6/2018 8:43:29.000000000 PM,49
11/6/2018 8:43:30.000000000 PM,51
11/6/2018 8:43:31.000000000 PM,52
11/6/2018 8:43:33.000000000 PM,54
11/6/2018 8:43:34.000000000 PM,55
11/6/2018 8:43:35.000000000 PM,57
11/6/2018 8:43:36.000000000 PM,58
11/6/2018 8:43:37.000000000 PM,60
11/6/2018 8:43:38.000000000 PM,61
11/6/2018 8:43:39.000000000 PM,62
11/6/2018 8:43:40.000000000 PM,64
11/6/2018 8:43:41.000000000 PM,65
11/6/2018 8:43:42.000000000 PM,66
11/6/2018 8:43:43.000000000 PM,68
11/6/2018 8:43:44.000000000 PM,69
11/6/2018 8:43:45.000000000 PM,70
11/6/2018 8:43:46.000000000 PM,71
11/6/2018 8:43:47.000000000 PM,73
11/6/2018 8:43:48.000000000 PM,74
11/6/2018 8:43:49.000000000 PM,75
11/6/2018 8:43:50.000000000 PM,76
11/6/2018 8:43:51.000000000 PM,77
11/6/2018 8:43:52.000000000 PM,78
11/6/2018 8:43:53.000000000 PM,79
11/6/2018 8:43:54.000000000 PM,80
11/6/2018 8:43:55.000000000 PM,81
11/6/2018 8:43:56.000000000 PM,82
11/6/2018 8:43:57.000000000 PM,83
11/6/2018 8:43:58.000000000 PM,84
11/6/2018 8:43:59.000000000 PM,85
11/6/2018 8:44:00.000000000 PM,86
11/6/2018 8:44:01.000000000 PM,87
11/6/2018 8:44:02.000000000 PM,88
11/6/2018 8:44:03.000000000 PM,89
11/6/2018 8:44:04.000000000 PM,89
11/6/2018 8:44:05.000000000 PM,90
11/6/2018 8:44:06.000000000 PM,91
11/6/2018 8:44:07.000000000 PM,92
11/6/2018 8:44:08.000000000 PM,92
11/6/2018 8:44:09.000000000 PM,93
11/6/2018 8:44:10.000000000 PM,93
11/6/2018 8:44:11.000000000 PM,94
11/6/2018 8:44:12.000000000 PM,95
11/6/2018 8:44:13.000000000 PM,95
11/6/2018 8:44:14.000000000 PM,96
11/6/2018 8:44:15.000000000 PM,96
11/6/2018 8:44:16.000000000 PM,97
11/6/2018 8:44:17.000000000 PM,97
11/6/2018 8:44:18.000000000 PM,97
11/6/2018 8:44:19.000000000 PM,98
11/6/2018 8:44:20.000000000 PM,98
11/6/2018 8:44:21.000000000 PM,98
11/6/2018 8:44:22.000000000 PM,99
11/6/2018 8:44:24.000000000 PM,99
11/6/2018 8:44:25.000000000 PM,99
11/6/2018 8:44:26.000000000 PM,99
11/6/2018 8:44:27.000000000 PM,99
11/6/2018 8:44:28.000000000 PM,99
11/6/2018 8:44:29.000000000 PM,99
11/6/2018 8:44:30.000000000 PM,99
11/6/2018 8:44:31.000000000 PM,100
11/6/2018 8:44:32.000000000 PM,99
11/6/2018 8:44:33.000000000 PM,99
11/6/2018 8:44:34.000000000 PM,99
11/6/2018 8:44:35.000000000 PM,99
11/6/2018 8:44:36.000000000 PM,99
11/6/2018 8:44:37.000000000 PM,99
11/6/2018 8:44:38.000000000 PM,99
11/6/2018 8:44:39.000000000 PM,99
11/6/2018 8:44:40.000000000 PM,98
11/6/2018 8:44:41.000000000 PM,98
11/6/2018 8:44:42.000000000 PM,98
11/6/2018 8:44:43.000000000 PM,97
11/6/2018 8:44:44.000000000 PM,97
11/6/2018 8:44:45.000000000 PM,97
11/6/2018 8:44:46.000000000 PM,96
11/6/2018 8:44:47.000000000 PM,96
11/6/2018 8:44:48.000000000 PM,95
11/6/2018 8:44:49.000000000 PM,95
11/6/2018 8:44:50.000000000 PM,94
11/6/2018 8:44:51.000000000 PM,93
11/6/2018 8:44:52.000000000 PM,93
11/6/2018 8:44:53.000000000 PM,92
11/6/2018 8:44:54.000000000 PM,92
11/6/2018 8:44:55.000000000 PM,91
11/6/2018 8:44:56.000000000 PM,90
11/6/2018 8:44:57.000000000 PM,89
11/6/2018 8:44:58.000000000 PM,89
11/6/2018 8:44:59.000000000 PM,88
11/6/2018 8:45:00.000000000 PM,87
11/6/2018 8:45:01.000000000 PM,86
11/6/2018 8:45:02.000000000 PM,85
11/6/2018 8:45:03.000000000 PM,84
11/6/2018 8:45:04.000000000 PM,83
11/6/2018 8:45:05.000000000 PM,82
11/6/2018 8:45:06.000000000 PM,81
11/6/2018 8:45:07.000000000 PM,80
11/6/2018 8:45:08.000000000 PM,79
11/6/2018 8:45:09.000000000 PM,78
11/6/2018 8:45:10.000000000 PM,77
11/6/2018 8:45:11.000000000 PM,76
11/6/2018 8:45:12.000000000 PM,75
11/6/2018 8:45:13.000000000 PM,74
11/6/2018 8:45:14.000000000 PM,73
11/6/2018 8:45:16.000000000 PM,71
11/6/2018 8:45:17.000000000 PM,70
11/6/2018 8:45:18.000000000 PM,69
11/6/2018 8:45:19.000000000 PM,68
11/6/2018 8:45:20.000000000 PM,66
11/6/2018 8:45:21.000000000 PM,65
11/6/2018 8:45:22.000000000 PM,64
11/6/2018 8:45:23.000000000 PM,62
11/6/2018 8:45:24.000000000 PM,61
11/6/2018 8:45:25.000000000 PM,60
11/6/2018 8:45:26.000000000 PM,58
11/6/2018 8:45:27.000000000 PM,57
11/6/2018 8:45:28.000000000 PM,55
11/6/2018 8:45:29.000000000 PM,54
11/6/2018 8:45:30.000000000 PM,52
11/6/2018 8:45:31.000000000 PM,51
11/6/2018 8:45:32.000000000 PM,49
11/6/2018 8:45:33.000000000 PM,48
11/6/2018 8:45:34.000000000 PM,46
11/6/2018 8:45:35.000000000 PM,45
11/6/2018 8:45:36.000000000 PM,43
11/6/2018 8:45:37.000000000 PM,42
11/6/2018 8:45:38.000000000 PM,40
11/6/2018 8:45:39.000000000 PM,39
11/6/2018 8:45:40.000000000 PM,37
11/6/2018 8:45:41.000000000 PM,35
11/6/2018 8:45:42.000000000 PM,34
11/6/2018 8:45:43.000000000 PM,32
11/6/2018 8:45:44.000000000 PM,30
11/6/2018 8:45:45.000000000 PM,29
11/6/2018 8:45:46.000000000 PM,27
11/6/2018 8:45:47.000000000 PM,25
11/6/2018 8:45:48.000000000 PM,24
11/6/2018 8:45:49.000000000 PM,22
11/6/2018 8:45:50.000000000 PM,20
11/6/2018 8:45:51.000000000 PM,19
11/6/2018 8:45:52.000000000 PM,17
11/6/2018 8:45:53.000000000 PM,15
11/6/2018 8:45:54.000000000 PM,13
11/6/2018 8:45:55.000000000 PM,12
11/6/2018 8:45:56.000000000 PM,10
11/6/2018 8:45:57.000000000 PM,8
11/6/2018 8:45:58.000000000 PM,6
11/6/2018 8:45:59.000000000 PM,5
11/6/2018 8:46:00.000000000 PM,3
11/6/2018 8:46:01.000000000 PM,1
11/6/2018 8:46:02.000000000 PM,0
11/6/2018 8:46:03.000000000 PM,-1
11/6/2018 8:46:04.000000000 PM,-3
11/6/2018 8:46:05.000000000 PM,-5
11/6/2018 8:46:06.000000000 PM,-6
11/6/2018 8:46:07.000000000 PM,-8
11/6/2018 8:46:08.000000000 PM,-10
11/6/2018 8:46:09.000000000 PM,-12
11/6/2018 8:46:10.000000000 PM,-13
11/6/2018 8:46:11.000000000 PM,-15
11/6/2018 8:46:13.000000000 PM,-17
11/6/2018 8:46:14.000000000 PM,-19
11/6/2018 8:46:15.000000000 PM,-20
11/6/2018 8:46:16.000000000 PM,-22
11/6/2018 8:46:17.000000000 PM,-24
11/6/2018 8:46:18.000000000 PM,-25
11/6/2018 8:46:19.000000000 PM,-27
11/6/2018 8:46:20.000000000 PM,-29
11/6/2018 8:46:21.000000000 PM,-30
11/6/2018 8:46:22.000000000 PM,-32
11/6/2018 8:46:23.000000000 PM,-34
11/6/2018 8:46:24.000000000 PM,-35
11/6/2018 8:46:25.000000000 PM,-37
11/6/2018 8:46:26.000000000 PM,-39
11/6/2018 8:46:27.000000000 PM,-40
11/6/2018 8:46:28.000000000 PM,-42
11/6/2018 8:46:29.000000000 PM,-43
11/6/2018 8:46:30.000000000 PM,-45
11/6/2018 8:46:31.000000000 PM,-46
11/6/2018 8:46:32.000000000 PM,-48
11/6/2018 8:46:33.000000000 PM,-50
11/6/2018 8:46:34.000000000 PM,-51
11/6/2018 8:46:35.000000000 PM,-52
11/6/2018 8:46:36.000000000 PM,-54
11/6/2018 8:46:37.000000000 PM,-55
11/6/2018 8:46:38.000000000 PM,-57
11/6/2018 8:46:39.000000000 PM,-58
11/6/2018 8:46:40.000000000 PM,-60
11/6/2018 8:46:41.000000000 PM,-61
11/6/2018 8:46:42.000000000 PM,-62
11/6/2018 8:46:43.000000000 PM,-64
11/6/2018 8:46:44.000000000 PM,-65
11/6/2018 8:46:45.000000000 PM,-66
11/6/2018 8:46:46.000000000 PM,-68
11/6/2018 8:46:47.000000000 PM,-69
11/6/2018 8:46:48.000000000 PM,-70
11/6/2018 8:46:49.000000000 PM,-71
11/6/2018 8:46:50.000000000 PM,-73
11/6/2018 8:46:51.000000000 PM,-74
11/6/2018 8:46:52.000000000 PM,-75
11/6/2018 8:46:53.000000000 PM,-76
11/6/2018 8:46:54.000000000 PM,-77
11/6/2018 8:46:55.000000000 PM,-78
11/6/2018 8:46:56.000000000 PM,-79
11/6/2018 8:46:57.000000000 PM,-80
11/6/2018 8:46:58.000000000 PM,-81
11/6/2018 8:46:59.000000000 PM,-82
11/6/2018 8:47:00.000000000 PM,-83
11/6/2018 8:47:02.000000000 PM,-84
11/6/2018 8:47:03.000000000 PM,-85
11/6/2018 8:47:04.000000000 PM,-86
11/6/2018 8:47:05.000000000 PM,-87
11/6/2018 8:47:06.000000000 PM,-88
11/6/2018 8:47:07.000000000 PM,-89
11/6/2018 8:47:08.000000000 PM,-89
11/6/2018 8:47:09.000000000 PM,-90
11/6/2018 8:47:10.000000000 PM,-91
11/6/2018 8:47:11.000000000 PM,-92
11/6/2018 8:47:12.000000000 PM,-92
11/6/2018 8:47:13.000000000 PM,-93
11/6/2018 8:47:14.000000000 PM,-93
11/6/2018 8:47:15.000000000 PM,-94
11/6/2018 8:47:16.000000000 PM,-95
11/6/2018 8:47:17.000000000 PM,-95
11/6/2018 8:47:18.000000000 PM,-96
11/6/2018 8:47:19.000000000 PM,-96
11/6/2018 8:47:20.000000000 PM,-97
11/6/2018 8:47:21.000000000 PM,-97
11/6/2018 8:47:22.000000000 PM,-97
11/6/2018 8:47:23.000000000 PM,-98
11/6/2018 8:47:24.000000000 PM,-98
11/6/2018 8:47:25.000000000 PM,-98
11/6/2018 8:47:26.000000000 PM,-99
11/6/2018 8:47:27.000000000 PM,-99
11/6/2018 8:47:28.000000000 PM,-99
11/6/2018 8:47:29.000000000 PM,-99
11/6/2018 8:47:30.000000000 PM,-99
11/6/2018 8:47:31.000000000 PM,-99
11/6/2018 8:47:32.000000000 PM,-99
11/6/2018 8:47:33.000000000 PM,-99
11/6/2018 8:47:34.000000000 PM,-100
11/6/2018 8:47:35.000000000 PM,-99
11/6/2018 8:47:36.000000000 PM,-99
11/6/2018 8:47:37.000000000 PM,-99
11/6/2018 8:47:38.000000000 PM,-99
11/6/2018 8:47:39.000000000 PM,-99
11/6/2018 8:47:40.000000000 PM,-99
11/6/2018 8:47:41.000000000 PM,-99
11/6/2018 8:47:42.000000000 PM,-99
11/6/2018 8:47:43.000000000 PM,-98
11/6/2018 8:47:44.000000000 PM,-98
11/6/2018 8:47:45.000000000 PM,-98
11/6/2018 8:47:47.000000000 PM,-97
11/6/2018 8:47:48.000000000 PM,-97
11/6/2018 8:47:49.000000000 PM,-97
11/6/2018 8:47:50.000000000 PM,-96
11/6/2018 8:47:51.000000000 PM,-96
11/6/2018 8:47:52.000000000 PM,-95
11/6/2018 8:47:53.000000000 PM,-95
11/6/2018 8:47:54.000000000 PM,-94
11/6/2018 8:47:55.000000000 PM,-93
11/6/2018 8:47:56.000000000 PM,-93
11/6/2018 8:47:57.000000000 PM,-92
11/6/2018 8:47:58.000000000 PM,-92
11/6/2018 8:47:59.000000000 PM,-91
11/6/2018 8:48:00.000000000 PM,-90
11/6/2018 8:48:01.000000000 PM,-89
11/6/2018 8:48:02.000000000 PM,-89
11/6/2018 8:48:03.000000000 PM,-88
11/6/2018 8:48:04.000000000 PM,-87
11/6/2018 8:48:05.000000000 PM,-86
11/6/2018 8:48:06.000000000 PM,-85
11/6/2018 8:48:07.000000000 PM,-84
11/6/2018 8:48:08.000000000 PM,-83
11/6/2018 8:48:09.000000000 PM,-82
11/6/2018 8:48:10.000000000 PM,-81
